Code,Name,Close,Location,Industry,List_date,EPS_2020,EPS_2019,EPS_2018,EPS_2017,EPS_2016,EPS_2015,EPS_2014,EPS_2013,EPS_2012,EPS_2011,EPS_2010,EPS_2009,EPS_2008,EPS_2007,EPS_2006,Profit,AVG_EPS_2016_18,AVG_EPS_2011_13,Net_Asset,Div,Dividend,PE18_20,Div_Rate,Growth,Liquidate_Ratio,Assest_Over_Debt,PB,Mkt_value,,,,,,,,
688015.SH, 交控科技,32.06,北京,机械设备,2019/7/22,1.47,0.93,0.55,0.37,0.45,0,0,0,0,0,0,0,0,0,0,0,0.98,0,8.0919,是,1,32.6,30.167,-999,1.3456,-2.4958,3.96,4960000000.00,0,0,0,0,0,0,0,0
688016.SH, 心脉医疗,274.89,上海,医药生物,2019/7/22,2.98,2.31,1.68,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32,0,17.1437,是,1,118.32,33.0045,-999,10.4375,-1.0642,16.03,22860259487.20,0,0,1,0,0,0,0,0
688017.SH, 绿的谐波,175.3,江苏,机械设备,2020/8/28,0.8177,0.65,0.72,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0.73,0,13.9198,是,1,240.39,0,-999,16.9756,-3.2145,12.59,15456687612.00,0,0,1,0,0,0,0,0
688018.SH, 乐鑫科技,216.91,上海,电子,2019/7/22,1.3006,2.3196,1.5647,2.1558,0.0343,0,0,0,0,0,0,0,0,0,0,0,1.73,0,0,是,1,125.5,44.1625,-999,12.8741,-3.2431,#DIV/0!,10348743955.00,0,0,1,0,#DIV/0!,0,#DIV/0!,#DIV/0!
688019.SH, 安集科技,256.8,上海,电子,2019/7/22,2.9,1.45,1.13,1,0,0,0,0,0,0,0,0,0,0,0,0,1.83,0,19.7352,是,1,140.58,30.649,-999,4.8874,-3.1918,13.01,9325831528.00,0,0,1,0,0,0,0,0
688020.SH, 方邦股份,93.05,广东,电子,2019/7/22,1.49,1.88,1.95,1.6,1.34,0.71,0,0,0,0,0,0,0,0,0,0,1.77,0,20.1214,是,1,52.47,31.0902,-999,11.3684,-4.2563,4.62,6179200000.00,0,0,1,0,0,0,0,0
688021.SH, 奥福环保,36.3,山东,化工,2019/11/6,1.04,0.85,0.82,1.03,0.12,0,0,0,0,0,0,0,0,0,0,0,0.9,0,11.592,是,1,40.18,29.9416,-999,3.1758,-15.6967,3.13,3016378283.52,0,0,1,0,0,0,0,0
688022.SH, 瀚川智能,37.78,江苏,机械设备,2019/7/22,0.41,0.79,0.87,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0.69,0,8.301,是,1,54.75,40.9706,-999,1.7547,-25.4728,4.55,2862000000.00,0,0,0,0,0,0,0,0
688023.SH, 安恒信息,331.57,浙江,计算机,2019/11/5,1.81,1.62,1.52,1.07,0,0,0,0,0,0,0,0,0,0,0,0,1.65,0,22.5373,是,1,200.95,30.362,-999,2.8276,-1.5687,14.71,19980740990.50,0,0,1,0,0,0,0,0
688025.SH, 杰普特,57.66,广东,电子,2019/10/31,0.48,0.88,1.41,1.38,0.32,0.31,0.03,0,0,0,0,0,0,0,0,0,0.92,0.01,17.4845,是,1,62.45,30.0035,91.33,3.3509,-3.4093,3.3,3471211086.08,0,0,1,0,0,0,0,0
688026.SH, 洁特生物,90,广东,化工,2020/1/22,1.22,0.88,0.75,0.58,0.63,0.32,0.12,0,0,0,0,0,0,0,0,0,0.95,0.04,7.9689,是,1,94.74,75.5821,22.75,4.3683,-2.767,11.29,7707000000.00,0,0,1,0,0,0,0,0
688027.SH, 国盾量子,180.65,安徽,通信,2020/7/9,0,0,1.21,1.24,0.99,0,0,0,0,0,0,0,0,0,0,0,0.4,0,20.8879,是,1,447.89,0,-999,14.5043,-1.9705,8.65,13648000000.00,0,0,1,0,0,0,0,0
688028.SH, 沃尔德,43.21,北京,机械设备,2019/7/22,0.62,0.88,1.1,0.97,0.7,0,0,0,0,0,0,0,0,0,0,0,0.87,0,10.5487,是,1,49.86,86.6355,-999,11.3749,-1.936,4.1,2840000000.00,0,0,1,0,0,0,0,0
688029.SH, 南微医学,208.31,江苏,医药生物,2019/7/22,1.9556,2.6657,1.927,1.0118,0.6563,0.3479,0.5856,1.7975,0,0,0,0,0,0,0,1,2.18,0.79,19.5811,是,1,95.43,43.9202,1.75,5.9326,-4.6824,10.64,28297414800.00,0,0,1,0,0,0,0,0
688030.SH, 山石网科,27.39,江苏,计算机,2019/9/30,0.3342,0.6218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0,7.9092,是,1,85.95,11.0851,-999,4.2499,-1.9947,3.46,5244502511.40,0,0,1,0,0,0,0,0
688033.SH, 天宜上佳,26.3,北京,机械设备,2019/7/22,0.25,0.64,0.66,0.55,0.81,0,0,0,0,0,0,0,0,0,0,0,0.52,0,5.3855,是,1,50.9,15.7467,-999,12.9418,-2.0003,4.88,5241250355.84,0,0,1,0,0,0,0,0
688036.SH, 传音控股,151.98,广东,电子,2019/9/30,3.35,2.42,0.91,0.94,0,0,0,0,0,0,0,0,0,0,0,0,2.23,0,13.1151,是,1,68.25,30.3351,-999,1.7004,-1.0855,11.59,120000000000.00,1,0,0,0,0,0,0,0
688037.SH, 芯源微,227.02,辽宁,机械设备,2019/12/16,0.58,0.46,0.48,0.44,0.08,0,0,0,0,0,0,0,0,0,0,0,0.51,0,9.5071,是,1,448.07,35.8657,-999,2.5842,-3.8665,23.88,6905640000.00,0,0,1,0,0,0,0,0
688039.SH, 当虹科技,73.22,浙江,计算机,2019/12/11,1.29,1.37,1.06,0.68,0,0,0,0,0,0,0,0,0,0,0,0,1.24,0,18.4169,是,1,59.05,37.7898,-999,9.9896,-1.4833,3.98,4598400000.00,0,0,1,0,0,0,0,0
688050.SH, 爱博医疗,266.25,北京,医药生物,2020/7/29,1.08,0.85,0.28,-0.06,-0.02,0,0,0,0,0,0,0,0,0,0,0,0.74,0,14.439,是,1,361.43,0,-999,14.8676,-2.5354,18.44,20922715128.00,0,0,1,0,0,0,0,0
688051.SH, 佳华科技,54.22,北京,计算机,2020/3/20,0,2.12,1.28,0.72,1.36,0,0,0,0,0,0,0,0,0,0,0,1.13,0,19.2978,是,1,47.84,30.0613,-999,3.089,-8.9467,2.81,4056168300.00,0,0,1,0,0,0,0,0
688055.SH, 龙腾光电,7.15,江苏,电子,2020/8/17,0.084,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,1.1257,是,1,130.79,0,-999,1.2018,14.0283,6.35,23633333806.00,0,0,0,0,0,0,0,0
688056.SH, 莱伯泰科,56.88,北京,机械设备,2020/9/2,1.17,1.23,1.2,0.98,0.91,0,0.59,0.81,1.15,0,0,0,0,0,0,0,1.2,0.85,11.0456,是,1,47.4,0,0.41,7.0738,-1.2145,5.15,2863580000.00,0,0,1,0,0,0,0,0
688057.SH, 金达莱,29.66,江西,机械设备,2020/11/11,1.8176,1.2447,1.1408,0.7128,0.4298,0,1.57,0.76,0.49,0,0,0,0,0,0,0,1.4,0.94,0,是,1,21.17,0,0.49,7.3184,-1.3535,#DIV/0!,8274480000.00,0,0,1,0,#DIV/0!,0,#DIV/0!,#DIV/0!
688058.SH, 宝兰德,97.47,北京,计算机,2019/11/1,1.52,1.93,1.71,1.15,1.25,0.88,0,0,0,0,0,0,0,0,0,0,1.72,0,24.5095,是,1,56.67,32.6567,-999,28.5775,-2.0362,3.98,3040400000.00,0,0,1,0,0,0,0,0
688059.SH, 华锐精密,190.2,湖南,机械设备,2021/2/8,2.7,2.18,1.76,0,0,0,0,0,0,0,0,0,0,0,0,0,2.21,0,12.4574,是,1,85.93,0,-999,1.5414,8.2042,15.27,6020734480.00,0,0,0,0,0,0,0,0
688060.SH, 云涌科技,62.38,江苏,计算机,2020/7/10,1.4475,1.4544,0.9172,0.6708,0.66,0.55,0.37,-0.02,0,0,0,0,0,0,0,0,1.27,0.12,15.3,是,1,49,0,9.91,14.8404,-2.658,4.08,3360000000.00,0,0,1,0,0,0,0,0
688063.SH, 派能科技,217.22,上海,电气设备,2020/12/30,2.36,1.32,0.41,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,1.36,0,17.6533,是,1,159.33,0,-999,5.9274,-1.297,12.3,23536369016.00,0,0,1,0,0,0,0,0
688065.SH, 凯赛生物,140.5,上海,化工,2020/8/12,1.18,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83,0,24.9225,是,1,168.6,0,-999,19.4226,-1.7772,5.64,32526195046.56,0,0,1,0,0,0,0,0
688066.SH, 航天宏图,50.94,北京,计算机,2019/7/22,0.77,0.59,0.5,0.38,0.31,0,0,0,0,0,0,0,0,0,0,0,0.62,0,8.0685,是,1,82.16,10.9305,-999,3.6743,-5.4419,6.31,5955880990.73,0,0,1,0,0,0,0,0
688068.SH, 热景生物,142.15,北京,医药生物,2019/9/30,1.8,0.67,1.03,0.64,0.65,0,0,0,0,0,0,0,0,0,0,0,1.17,0,11.9417,是,1,121.84,55.0772,-999,4.0785,-1.8128,11.9,10659208920.58,0,0,1,0,0,0,0,0
688069.SH, 德林海,52.27,江苏,公用事业,2020/7/22,3.8,2.25,1.89,1.53,0.39,0,0,0,0,0,0,0,0,0,0,0,2.65,0,23.7558,是,1,19.75,0,-999,6.6731,-8.1858,2.2,3880417500.00,0,0,1,0,0,0,0,0
688070.SH, 纵横股份,36.8,四川,国防军工,2021/2/10,0.62,0.6,0.4,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0,4.4356,是,1,68.15,0,-999,3.821,-4.6527,8.3,2557336000.00,0,0,1,0,0,0,0,0
688076.SH, 诺泰生物,50.97,江苏,医药生物,0000-00-00,0.77,0.3,0.32,0.37,0,-0.6,0,0,0,0,0,0,0,0,0,0,0.46,0,6.03,-,0,110.01,0,-999,1.2765,3.4179,8.45,0.00,0,0,0,#VALUE!,0,#VALUE!,#VALUE!,0
688077.SH, 大地熊,61.64,安徽,有色金属,2020/7/22,0.76,0.97,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81,0,11.416,是,1,76.41,0,-999,2.1924,-11.049,5.4,3231200000.00,0,0,1,0,0,0,0,0
688078.SH, 龙软科技,75.37,北京,计算机,2019/12/30,0.72,0.89,0.59,0.41,0.06,0,0.17,0.57,0.8,0.44,0,0,0,0,0,0,0.73,0.51,7.232,是,1,102.78,31.2563,0.43,9.6782,-1.832,10.42,1563575000.00,0,0,1,0,0,0,0,0
688079.SH, 美迪凯,16.21,浙江,电子,2021/3/2,0.48,1.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0,1.9219,是,1,22.94,0,-999,0.964,2.0284,8.43,6308960010.48,0,0,0,0,0,0,0,0
688080.SH, 映翰通,60.9,北京,通信,2020/2/12,0.8,1.32,1.18,0.86,0.66,0,0.14,0.21,0.24,0.24,0,0,0,0,0,0,1.1,0.2,12.403,是,1,55.36,20.2559,4.59,7.3877,-1.3843,4.91,1960312308.54,0,0,1,0,0,0,0,0
688081.SH, 兴图新科,31.56,湖北,国防军工,2020/1/6,0.45,0.94,0.81,0.63,0.09,0,0,0,0,0,0,0,0,0,0,0,0.73,0,9.9141,是,1,43.04,35.4608,-999,9.5361,-1.908,3.18,1582400000.00,0,0,1,0,0,0,0,0
688083.SH, 中望软件,569.9,广东,计算机,2021/3/11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5658,是,1,10000,0,-999,3.7109,-1.0963,53.94,33016075781.00,0,0,1,0,0,0,0,0
688085.SH, 三友医疗,28.62,上海,医药生物,2020/4/9,0.63,0.64,0.4,0.22,0.02,0,0,0,0,0,0,0,0,0,0,0,0.56,0,7.4728,是,1,51.41,0,-999,11.6505,-5.6407,3.83,6439258560.00,0,0,1,0,0,0,0,0
688086.SH, 紫晶存储,24.2,广东,计算机,2020/2/26,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,9.7194,是,1,127.37,30.1118,-999,2.9046,-5.4447,2.49,3948512372.22,0,0,1,0,0,0,0,0
688088.SH, 虹软科技,40.85,浙江,计算机,2019/7/22,0.62,0.55,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,6.6378,是,1,73.83,19.2996,-999,9.2249,-3.4245,6.15,16495780000.00,0,0,1,0,0,0,0,0
688089.SH, 嘉必优,54.09,湖北,食品饮料,2019/12/19,1.09,1.31,1.08,0.73,0,0.43,0,0,0,0,0,0,0,0,0,0,1.16,0,10.9828,是,1,46.63,50.7728,-999,21.4667,-1.5363,4.92,4822800000.00,0,0,1,0,0,0,0,0
688090.SH, 瑞松科技,41.36,广东,机械设备,2020/2/17,0.77,1.21,1.14,1.02,0.63,0,0,0,0,0,0,0,0,0,0,0,1.04,0,13.8604,是,1,39.77,19.8452,-999,2.015,-8.8467,2.98,2039678604.64,0,0,1,0,0,0,0,0
688092.SH, 爱科科技,41.4,浙江,机械设备,2021/3/19,1.12,1.01,0.89,0.71,0,0,0,0,0,0,0,0,0,0,0,0,1.01,0,5.5622,是,1,41.13,0,-999,2.6806,-6.5844,7.44,1953410103.84,0,0,1,0,0,0,0,0
688093.SH, 世华科技,45.71,江苏,电子,2020/9/30,0.92,0.63,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66,0,6.3488,是,1,69.61,0,-999,7.9822,-2.1803,7.2,4664640000.00,0,0,1,0,0,0,0,0
688095.SH, 福昕软件,187.7,福建,计算机,2020/9/8,2.9478,2.0536,1.0661,0.7113,0.3125,0,0.7609,0.3469,0.2983,0,0,0,0,0,0,0,2.02,0.47,62.3344,是,1,92.81,0,3.32,18.2987,-2.9335,3.01,10191238000.00,0,0,1,0,0,0,0,0
688096.SH, 京源环保,15.5,江苏,公用事业,2020/4/9,0.63,0.77,0.7,0.4,0.26,0,0.16,0,0,0,0,0,0,0,0,0,0.7,0.05,6.8142,-,0,22.14,0,12.13,2.9573,-17.7286,2.27,1571849775.00,0,0,1,0,0,0,0,0
688097.SH, 博众精工,44.6,江苏,机械设备,0000-00-00,0.665,0.796,0.897,0.223,0,0,0,0,0,0,0,0,0,0,0,0,0.79,0,4.8805,-,0,56.74,0,-999,1.5355,1.7031,9.14,0.00,0,0,0,#VALUE!,0,#VALUE!,#VALUE!,0
688098.SH, 申联生物,12.45,上海,农林牧渔,2019/10/28,0.31,0.21,0.26,0.3,0.77,0.88,0,0,0,0,0,0,0,0,0,0,0.26,0,3.4084,是,1,47.88,42.0436,-999,7.4982,-13.5062,3.65,5047504000.00,0,0,1,0,0,0,0,0
688099.SH, 晶晨股份,111.75,上海,电子,2019/8/8,0.28,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,0,7.0999,-,0,485.87,31.216,-999,4.4461,-1.4611,15.74,35232984000.00,0,0,1,0,0,0,0,0
688100.SH, 威胜信息,24.61,湖南,通信,2020/1/21,0.56,0.48,0.39,0.34,0.28,0,0,0,0,0,0,0,0,0,0,0,0.48,0,4.71,是,1,51.63,40.253,-999,3.0776,-2.0973,5.23,11240000000.00,0,0,1,0,0,0,0,0
688101.SH, 三达膜,19.28,陕西,公用事业,2019/11/15,0.66,1.07,0.72,0.74,0.51,0.43,0.33,0,0,0,0,0,0,0,0,0,0.82,0.11,9.8844,是,1,23.61,30.1697,6.42,3.317,-2.3053,1.95,5081653600.00,0,0,1,0,0,0,0,0
688106.SH, 金宏气体,28.24,江苏,化工,2020/6/16,0.47,0.49,0.38,0.22,0.09,0.86,0.77,1.02,0.73,0,0,0,0,0,0,1,0.45,0.84,5.7207,是,1,63.22,0,-0.47,4.324,-3.3923,4.94,11716024946.00,0,0,1,0,0,0,0,0
688108.SH, 赛诺医疗,8.89,天津,医药生物,2019/10/30,0.05,0.24,0.25,0.29,0.14,0,0,0,0,0,0,0,0,0,0,0,0.18,0,2.6289,-,0,49.39,45.5364,-999,7.8484,-1.3501,3.38,3419400000.00,0,0,1,0,0,0,0,0
688109.SH, 品茗股份,62,浙江,计算机,2021/3/30,2.39,1.82,1.37,0.82,0.76,0,0,0,0,0,0,0,0,0,0,0,1.86,0,6.8515,是,1,33.33,0,-999,3.95,-2.2146,9.05,4309139500.00,0,0,1,0,0,0,0,0
688111.SH, 金山办公,255,北京,计算机,2019/11/18,1.9,1.09,0.86,0.6,0.48,-0.41,0.04,0,0,0,0,0,0,0,0,0,1.28,0.01,14.8696,是,1,198.7,34.525,95.25,5.6253,-38.5508,17.15,164346500000.00,1,0,1,0,0,0,0,0
688113.SH, 联测科技,76.76,江苏,机械设备,2021/5/6,1.52,1.29,0.79,0.64,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0,7.46,-,0,63.97,0,-999,1.8529,4.2852,10.29,3731546000.00,0,0,0,0,0,0,0,0
688116.SH, 天奈科技,159.61,江苏,化工,2019/9/25,0.46,0.58,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0,7.1626,是,1,332.52,30.1174,-999,9.033,-13.5733,22.28,15506670798.08,0,0,1,0,0,0,0,0
688118.SH, 普元信息,23.3,上海,计算机,2019/12/4,0.329,0.695,0.719,0.634,0.673,0.642,0.573,-0.006,0,0,0,0,0,0,0,0,0.58,0.19,10.2518,是,1,40.1,30.3613,2.07,9.5719,-2.5588,2.27,1878426000.00,0,0,1,0,0,0,0,0
688122.SH, 西部超导,88.38,陕西,有色金属,2019/7/22,0.8402,0.3809,0.3399,0.3576,0.4468,0.41,0.27,0.18,0.3,0,0,0,0,0,0,1,0.52,0.25,6.3649,是,1,169.85,83.658,1.08,2.0449,1.7268,13.89,22954969440.00,0,0,1,0,0,0,0,0
688123.SH, 聚辰股份,46.48,上海,电子,2019/12/23,1.35,1.05,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18,0,12.0908,是,1,39.39,33.0356,-999,19.9308,-4.234,3.84,4558155223.24,0,0,1,0,0,0,0,0
688126.SH, 沪硅产业-U,29.29,上海,电子,2020/4/20,0.037,-0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8073,-,0,10000,0,-999,2.3648,7.1491,7.69,57169993000.00,1,0,1,0,0,0,0,0
688127.SH, 蓝特光学,23.4,浙江,电子,2020/9/21,0.49,0.32,0.34,0.5,0,0,0.05,0.06,0,0,0,0,0,0,0,0,0.38,0.04,3.4466,是,1,61.04,0,9.45,13.3829,-8.8566,6.79,8000501700.00,0,0,1,0,0,0,0,0
688128.SH, 中国电研,43.08,广东,机械设备,2019/11/5,0.7,0.7,0.58,0.39,0.62,0,0,0,0,0,0,0,0,0,0,0,0.66,0,5.6737,是,1,65.27,48.1218,-999,2.0752,-27.6832,7.59,6124130000.00,0,0,1,0,0,0,0,0
688129.SH, 东来技术,21,上海,化工,2020/10/23,0.82,0.91,0.87,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0.87,0,6.5877,是,1,24.23,0,-999,8.5377,-1.4011,3.19,2070000000.00,0,0,1,0,0,0,0,0
688133.SH, 泰坦科技,283.84,上海,化工,2020/10/30,1.7,0,1.2,0.83,0.36,0,0.18,0.21,0,0,0,0,0,0,0,0,0.97,0.13,18.8596,是,1,293.63,0,6.44,4.4806,-2.1088,15.05,12581078400.00,0,0,1,0,0,0,0,0
688135.SH, 利扬芯片,43.55,广东,电子,2020/11/11,0.49,0.61,0.16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.42,0,7.1582,是,1,103.69,0,-999,7.0968,-4.7981,6.08,4472556000.00,0,0,1,0,0,0,0,0
688136.SH, 科兴制药,30.66,山东,医药生物,2020/12/14,0.93,1.07,1.54,0.97,0,0,0,0,0,0,0,0,0,0,0,0,1.18,0,9.2104,是,1,25.98,0,-999,3.7302,-2.3181,3.33,6298810605.00,0,0,1,0,0,0,0,0
688138.SH, 清溢光电,18.24,广东,电子,2019/11/20,0.29,0.34,0.31,0.19,0.23,0.28,0.28,0.19,0.11,0,0,0,0,0,0,1,0.31,0.19,4.4162,是,1,58.21,30.3682,0.62,2.6873,-6.5775,4.13,4202100000.00,0,0,1,0,0,0,0,0
688139.SH, 海尔生物,122.8,山东,医药生物,2019/10/25,1.17,0.73,0.53,0.34,0.72,0,0,0,0,0,0,0,0,0,0,0,0.81,0,8.7547,是,1,151.6,31.3481,-999,2.6179,-1.512,14.03,30343767240.60,0,0,1,0,0,0,0,0
688155.SH, 先惠技术,145,上海,机械设备,2020/8/11,0.96,1.2772,0.5029,0.1633,0.6893,0,0,0,0,0,0,0,0,0,0,0,0.91,0,0,-,0,158.75,0,-999,4.4981,-7.4853,#DIV/0!,6594939139.20,0,0,1,0,#DIV/0!,0,#DIV/0!,#DIV/0!
688156.SH, 路德环境,20.28,湖北,公用事业,2020/9/22,0.64,0,0.27,0.34,0.26,0,0,0,0,0,0,0,0,0,0,0,0.3,0,7.708,是,1,66.86,0,-999,4.9313,-1.7243,2.63,1740368000.00,0,0,1,0,0,0,0,0
688157.SH, 松井股份,118.31,湖南,化工,2020/6/9,1.26,1.56,0.92,0.48,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,13.7601,是,1,94.9,0,-999,7.7841,-2.057,8.6,6995248000.00,0,0,1,0,0,0,0,0
688158.SH, 优刻得-W,36.45,上海,计算机,2020/1/20,-0.82,0.06,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.18,0,7.7135,-,0,10000,99.698,-999,2.7581,-1.6118,4.73,16461853109.44,0,0,1,0,0,0,0,0
688159.SH, 有方科技,25.47,广东,通信,2020/1/23,-0.84,0.8,0.71,0.9473,0.4307,0.2616,0.1583,0,0,0,0,0,0,0,0,0,0.22,0.05,9.1935,-,0,114.04,13.6107,3.23,2.3266,7.9173,2.77,1840924259.60,0,0,1,0,0,0,0,0
688160.SH, 步科股份,43.51,上海,机械设备,2020/11/12,1.02,0.67,0.57,0.47,0.46,0.29,0.36,0.39,0,0,0,0,0,0,0,1,0.75,0.25,7.2401,是,1,57.76,0,2.01,4.4549,-1.1745,6.01,2783760000.00,0,0,1,0,0,0,0,0
688165.SH, 埃夫特-U,13.48,安徽,机械设备,2020/7/15,0,0,0.02,-0.12,-0.25,0,0,0,0,0,0,0,0,0,0,0,0.01,0,4.0428,-,0,2022,0,-999,2.671,5.8907,3.33,5176057600.00,0,0,1,0,0,0,0,0
688166.SH, 博瑞医药,33.85,江苏,医药生物,2019/11/8,0.41,0.3,0.22,0.14,0.06,0,0,0,0,0,0,0,0,0,0,0,0.31,0,3.4921,是,1,109.19,30.2656,-999,3.2442,-14.076,9.69,15235600000.00,0,0,1,0,0,0,0,0
688168.SH, 安博通,54.35,北京,计算机,2019/9/6,0.87,1.77,1.6,0.97,0.28,0,0,0,0,0,0,0,0,0,0,0,1.41,0,19.9296,是,1,38.46,31.2192,-999,8.8789,-2.1152,2.73,2397271200.00,0,0,1,0,0,0,0,0
688169.SH, 石头科技,"1,192.41",北京,机械设备,2020/2/21,21.39,15.66,6.15,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,0,106.7112,是,1,82.81,17.0316,-999,8.4002,-5.1327,11.17,83200000416.00,1,0,1,0,0,0,0,0
688177.SH, 百奥泰-U,27.09,广东,医药生物,2020/2/21,-1.27,-2.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.41,0,0,-,0,10000,0,-999,3.8072,-11.9907,#DIV/0!,9701894400.00,0,0,1,0,#DIV/0!,0,#DIV/0!,#DIV/0!
688178.SH, 万德斯,25.63,江苏,公用事业,2020/1/14,1.52,1.95,1.3566,1.3414,0.2939,0,0,0,0,0,0,0,0,0,0,0,1.61,0,13.2252,-,0,15.93,30.0327,-999,2.5321,-8.1463,1.94,2197194267.40,0,0,1,0,0,0,0,0
688179.SH, 阿拉丁,91.89,上海,化工,2020/10/26,0.93,0.8414,0.7056,0.4223,0,0,0.81,0.62,0,0,0,0,0,0,0,0,0.83,0.48,8.0915,是,1,111.29,0,0.73,15.7409,-2.3942,11.36,9148603376.00,0,0,1,0,0,0,0,0
688180.SH, 君实生物-U,57.86,上海,医药生物,2020/7/15,-2.03,-0.96,-1.21,-0.55,-0.27,-3.94,-1.58,-0.16,0,0,0,0,0,0,0,0,-1.4,-0.58,6.6795,-,0,10000,0,1.41,3.1911,-2.3515,8.66,76893072480.00,1,0,1,0,0,0,0,0
688181.SH, 八亿时空,50.49,北京,电子,2020/1/6,1.77,1.52,1.58,0.85,0.29,0,0.18,0.2,0.19,0.12,0,0,0,0,0,0,1.62,0.19,17.494,是,1,31.1,31.4938,7.54,7.1642,-5.992,2.89,4653858195.36,0,0,1,0,0,0,0,0
688183.SH, 生益电子,13.24,广东,电子,2021/2/25,0.66,0.66,0.32,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0,2.9179,是,1,24.22,0,-999,0.6793,1.3661,4.54,10980039510.00,0,0,0,0,0,0,0,0
688185.SH, 康希诺-U,412.5,天津,医药生物,2020/8/13,-1.72,-0.76,-0.87,-0.44,0,0,0,0,0,0,0,0,0,0,0,0,-1.12,0,24.5337,-,0,10000,0,-999,13.2382,-1.3906,16.81,109553493784.27,1,0,1,0,0,0,0,0
688186.SH, 广大特材,51.61,江苏,钢铁,2020/2/11,1.1,1.15,1.32,0.86,0,0,0,0,0,0,0,0,0,0,0,0,1.19,0,10.6062,是,1,43.37,58.2307,-999,1.379,1.3618,4.87,4831936000.00,0,0,0,0,0,0,0,0
688188.SH, 柏楚电子,524.01,上海,计算机,2019/8/8,3.7,2.96,1.86,0,0,0,0,0,0,0,0,0,0,0,0,0,2.84,0,0,是,1,184.51,30.0433,-999,20.4513,-5.1866,#DIV/0!,34156000000.00,0,0,1,0,#DIV/0!,0,#DIV/0!,#DIV/0!
688189.SH, 南新制药,33.77,湖南,医药生物,2020/3/26,1.0132,0.87,0.51,0.15,0.09,0,0,0,0,0,0,0,0,0,0,0,0.8,0,11.4345,是,1,42.33,0,-999,4.4033,26.1112,2.95,5322800000.00,0,0,1,0,0,0,0,0
688191.SH, 智洋创新,23.61,山东,电气设备,2021/4/8,0.8,0.75,0.59,0.46,0,0,0.33,0,0,0,0,0,0,0,0,0,0.71,0.11,3.4352,是,1,33.1,0,5.48,2.1303,-6.7376,6.87,2513016091.74,0,0,1,0,0,0,0,0
688195.SH, 腾景科技,20.92,福建,电子,2021/3/26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2771,是,1,10000,0,-999,2.396,5.0742,4.89,2584413000.00,0,0,1,0,0,0,0,0
688196.SH, 卓越新能,48.62,福建,化工,2019/11/21,0,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78,0,18.531,是,1,62.6,40.0808,-999,22.9739,-7.2637,2.62,6036000000.00,0,0,1,0,0,0,0,0
688198.SH, 佰仁医疗,236.7,北京,医药生物,2019/12/9,0.59,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49,0,8.7208,是,1,483.06,30.4352,-999,26.2958,-5.4847,27.14,15129600000.00,0,0,1,0,0,0,0,0
688199.SH, 久日新材,46.35,天津,化工,2019/11/5,1.23,2.85,2.21,0.64,0.53,0,0.76,0,0.57,0.48,0.53,0,0,0,0,0,2.1,0.44,23.5258,是,1,22.11,44.7255,3.73,3.4248,5.9463,1.97,4312263036.00,0,0,1,0,0,0,0,0
688200.SH, 华峰测控,630.64,北京,机械设备,2020/2/18,3.4,2.27,2.16,1.26,0.98,0,0,0,0,0,0,0,0,0,0,0,2.61,0,34.8898,是,1,241.62,35.9958,-999,15.8665,-2.8986,18.08,17177740969.50,0,0,1,0,0,0,0,0
688201.SH, 信安世纪,61.2,北京,计算机,2021/4/21,1.5363,1.2935,1.1597,0.7911,0,0,0,0,0,0,0,0,0,0,0,0,1.33,0,6.055,-,0,46.02,0,-999,2.8129,-5.9184,10.11,5121095302.44,0,0,1,0,0,0,0,0
