Code,Name,Close,Location,Industry,List_date,EPS_2020,EPS_2019,EPS_2018,EPS_2017,EPS_2016,EPS_2015,EPS_2014,EPS_2013,EPS_2012,EPS_2011,EPS_2010,EPS_2009,EPS_2008,EPS_2007,EPS_2006,Profit,AVG_EPS_2016_18,AVG_EPS_2011_13,Net_Asset,Div,Dividend,PE18_20,Div_Rate,Growth,Liquidate_Ratio,Assest_Over_Debt,PB,Mkt_value,,,,,,,,
000930.SZ, 中粮科技,9.06,安徽,农林牧渔,1999/7/12,0.3202,0.3209,0.26,0.2461,0.132,-1.47,0.037,0.053,0.19,0.368,0.3046,0.2612,0.0563,0.03,0,0,0.3,0.09,5.5707,是,1,30.16,5.0356,2.22,1.062,1.3471,1.63,17836263965.28,0,0,0,1,0,1,0,0
000931.SZ, 中 关 村,6.3,北京,医药生物,1999/7/12,0.0338,0.1264,0.1237,0.0191,0.0405,0.2239,0.0204,-0.2918,0.0443,0.0617,0.0155,0.074,0.0897,0.1319,0,0,0.09,-0.08,2.2566,-,0,66.57,0,-2.25,1.4721,1.8772,2.79,5173982366.34,0,0,0,1,0,1,0,0
000932.SZ, 华菱钢铁,7.48,湖南,钢铁,1999/8/3,1.0225,1.0401,2.2483,1.3665,-0.3499,-0.9812,0.0247,0.0351,-1.0792,0.0237,-0.9657,0.0438,0.3481,0.73,0,0,1.44,-0.34,5.401,是,1,5.21,34.8925,-5.23,0.8596,0.982,1.38,51545539344.51,1,1,0,1,1,1,1,1
000933.SZ, 神火股份,14.28,河南,有色金属,1999/8/31,0.19,0.71,0.13,0.1937,0.18,-0.8801,-0.193,0.062,0.114,0.68,1.1,0.8,2.3,1.64,0,0,0.34,-0.01,3.1289,是,1,41.59,14.125,-61.59,0.4977,-0.0144,4.56,28339564974.30,0,0,0,1,0,1,0,0
000935.SZ, 四川双马,23.27,四川,建筑材料,1999/8/24,1.16,0.95,0.91,0.27,0.11,-0.16,0.05,0.11,0.01,0.26,0.11,0.66,0.1677,-0.99,0,0,1.01,0.06,6.6306,是,1,23.12,10.0579,16.76,4.1706,-4.3222,3.51,9848380295.70,0,0,1,1,0,1,0,0
000936.SZ, 华西股份,7.06,江苏,化工,1999/8/10,-0.38,0.63,0.36,0.22,0.68,0.11,0.08,0.06,0.19,0.2,0.24,0.21,0.17,0.16,0,0,0.2,0.11,5.308,是,1,34.72,7.8849,0.85,1.3799,4.0494,1.33,5723643250.02,0,0,0,1,1,1,1,0
000937.SZ, 冀中能源,4.68,河北,采掘,1999/9/9,0.2223,0.2551,0.2468,0.3012,0.069,0.0996,0.0098,0.5119,0.9731,1.3184,2.072,1.3892,2.4927,0.7249,0,1,0.24,0.5,5.5403,是,1,19.39,39.202,-0.52,0.8429,2.8792,0.84,14310864742.50,0,0,0,1,1,1,1,1
000938.SZ, 紫光股份,24.2,北京,计算机,1999/11/4,0.662,0.902,1.168,1.511,1.067,0.738,0.611,0.49,0.351,0.209,0.161,0.155,0.149,0.07,0,1,0.91,0.48,10.4,是,1,26.57,16.6235,0.88,1.5105,6.6547,2.33,50995224153.42,1,0,0,1,0,1,0,0
000939.SZ, 凯迪退,0,湖北,-,1999/9/23,0,-0.49,-1.22,-0.61,0.22,0.28,0.22,0.07,0.04,0.8,0.52,0.52,0.11,1.15,0,0,-0.57,0.11,0,-,0,10000,0,-6.18,0,0,#DIV/0!,589439324.10,0,0,0,1,#DIV/0!,1,#DIV/0!,#DIV/0!
000948.SZ, 南天信息,12.46,云南,计算机,1999/10/14,0.2595,0.1846,0.3032,0.0891,0.0839,0.08,0.05,0.0403,0.0276,0.4461,0.326,0.3605,0.5375,0.204,0,1,0.25,0.04,5.9494,是,1,50.02,32.2049,5.34,1.6631,-15.8337,2.09,4078472743.90,0,0,0,1,0,1,0,0
000949.SZ, 新乡化纤,7.18,河南,化工,1999/10/21,0.0665,0.103,0.0899,0.0241,0.106,0.1346,0.1012,0.0366,-0.1685,0.0075,0.2356,0.1692,-0.4872,0.5312,0,1,0.09,-0.01,3.0596,是,1,83.04,9.7072,-9.45,1.254,1.12,2.35,6979991071.95,0,0,0,1,0,1,0,0
000950.SZ, 重药控股,4.89,重庆,医药生物,1999/9/16,0.51,0.46,0.4,0.64,-1.11,-0.61,-0.6,0.01,0.2,0,0,0.6,0.88,0.85,0,0,0.46,-0.13,5.1127,-,0,10.71,10.9654,-4.51,1.2921,0.5096,0.96,9292147906.21,0,1,0,1,1,1,1,1
000951.SZ, 中国重汽,26.1,山东,汽车,1999/11/25,2.8,1.82,1.35,1.34,0.62,0.66,1.03,0.91,0.11,0.86,1.6,1.02,1.13,2.22,0,1,1.99,0.68,12.5026,是,1,13.12,30.1699,1.91,1.1962,0.709,2.09,26602399080.00,0,1,0,1,0,1,0,0
000952.SZ, 广济药业,8.01,湖北,医药生物,1999/11/12,0.2232,0.35,0.682,0.418,0.564,0.083,-0.869,0.01,-0.38,0.019,0.056,0.17,0.392,0.78,0,0,0.42,-0.41,3.957,是,1,19.14,23.0802,-2.01,1.5248,71.4697,2.02,2550413536.65,0,0,0,1,0,1,0,0
000953.SZ, *ST河化,4.74,广西,化工,1999/12/2,0.09,-0.2072,-0.9311,0.1002,-0.4821,-0.3639,0.061,0.1019,-0.0537,-0.0663,0.02,-0.44,-0.431,0.0789,0,0,-0.35,0.04,0.4561,-,0,10000,0,-10.6,0.756,-0.9585,10.39,1757386536.00,0,0,0,1,0,1,0,0
000955.SZ, 欣龙控股,4.36,海南,纺织服装,1999/12/9,0.353,0.009,-0.202,0.0844,0.0595,-0.15,0.01,-0.1,0.01,-0.098,0.0101,0.0087,-0.453,-0.185,0,0,0.05,-0.03,1.4933,-,0,81.75,0,-3,2.3545,-108.7778,2.92,3058083600.00,0,0,1,1,0,1,0,0
000956.SZ, 中原油气,0,河南,-,1999/11/10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,10000,0,-999,0,0,#DIV/0!,10417081500.00,0,0,0,1,#DIV/0!,1,#DIV/0!,#DIV/0!
000957.SZ, 中通客车,5.53,山东,汽车,2000/1/13,0.0397,0.0558,0.0617,0.32,0.99,1.58,1.17,0.44,0.24,0.21,0.17,0.09,0.11,0.11,0,1,0.05,0.62,4.6745,-,0,105.53,0,-0.92,1.3668,0.7174,1.18,3628572088.32,0,0,0,1,1,1,1,0
000958.SZ, 东方能源,4.38,河北,非银金融,1999/12/23,0.24,0.25,0.13,0.08,0.51,0.81,0.4,2.23,-0.22,-0.92,0.09,-4.21,-1.0783,0.0336,0,1,0.21,0.8,3.0859,是,1,21.19,4.0363,-0.74,1.1531,0.4118,1.42,22987197080.40,0,0,0,1,1,1,1,0
000959.SZ, 首钢股份,8.25,北京,钢铁,1999/12/16,0.3377,0.2365,0.4544,0.4179,0.0758,-0.2149,0.0118,-0.0772,-0.1204,0.004,0.1179,0.1239,0.1384,0.222,0,0,0.34,-0.06,5.475,-,0,24.06,0,-6.54,0.3892,0.3911,1.51,29461900072.00,0,0,0,1,0,1,0,0
000960.SZ, 锡业股份,21.71,云南,有色金属,2000/2/21,0.4195,0.5126,0.5281,0.4592,0.0925,-1.3373,0.03,-1.2777,0.0381,0.7757,0.4583,0.2065,0.0397,1.1013,0,0,0.49,-0.4,7.7519,-,0,44.6,0,-2.21,0.8681,0.5487,2.8,25849346110.71,0,0,0,1,0,1,0,0
000961.SZ, 中南建设,4.58,江苏,房地产,2000/3/1,1.867,1.1151,0.5912,0.1625,0.1161,0.3,0.82,1.04,0.88,0.8,0.63,0.89,0.09,0.09,0,1,1.19,0.91,7.5109,是,1,3.85,25.421,0.3,1.1841,0.113,0.61,26663256864.97,0,1,0,1,1,1,1,1
000962.SZ, 东方钽业,17.67,宁夏,有色金属,2000/1/20,0.1119,0.0934,0.0678,-0.8621,0.0658,-1.4453,-0.7637,0.008,0.2364,0.6499,0.2306,0.1055,0.193,0.2049,0,0,0.09,-0.17,2.7549,-,0,194.1,0,-1.53,2.4982,26.5335,6.41,3883735593.64,0,0,1,1,0,1,0,0
000963.SZ, 华东医药,31.41,浙江,医药生物,2000/1/27,1.6115,1.61,1.55,1.83,3,2.53,1.74,1.32,1.08,0.88,0.73,0.87,0.38,0.4,0,1,1.59,1.38,8.3551,是,1,19.75,17.4165,0.15,1.6975,-12.6431,3.76,76256700101.84,1,0,0,1,0,1,0,0
000965.SZ, 天保基建,2.34,天津,房地产,2000/4/6,0.0859,0.171,0.09,0.41,0.29,0.19,0.3,0.24,0.23,0.55,0.46,0.34,0.37,0.442,0,1,0.12,0.26,4.8492,-,0,20.24,11.6971,-0.55,2.0624,1.9609,0.48,2929953562.80,0,0,1,1,1,1,1,1
000966.SZ, 长源电力,8.41,湖北,公用事业,2000/3/16,0.3196,0.517,0.1883,-0.1097,0.3598,1.7184,1.2456,0.528,0.1527,0.1777,-0.5628,0.09,-1.51,0.11,0,0,0.34,0.64,3.754,是,1,24.62,30.9475,-0.47,0.4509,1.1209,2.24,22360522392.06,0,0,0,1,0,1,0,0
000967.SZ, 盈峰环境,6.02,浙江,公用事业,2000/3/30,0.44,0.43,0.41,0.32,0.34,0.32,0.22,0.22,0.23,0.44,0.05,-0.1,0.06,0.31,0,1,0.43,0.22,5.2649,是,1,14.11,25.5563,0.91,1.5071,3.9233,1.14,24956703929.94,0,1,0,1,1,1,1,1
000968.SZ, 蓝焰控股,8.43,山西,采掘,2000/6/22,0.13,0.58,0.7,0.52,0.82,-3.0482,-1.9366,0.0885,-0.6852,0.4022,0.4572,0.7387,1.3317,0.6767,0,0,0.47,-0.84,4.5563,是,1,17.94,17.3571,-1.56,0.8537,2.8096,1.85,6192017024.00,0,0,0,1,0,1,0,0
000969.SZ, 安泰科技,11.49,北京,有色金属,2000/5/29,0.1008,0.1606,-0.2121,0.0577,0.0788,0.1015,-0.2201,0.073,0.0876,0.37,0.2615,0.3866,0.34,0.34,0,0,0.02,-0.02,4.486,是,1,699.19,0,-1.83,1.3616,6.7236,2.56,7582199836.83,0,0,0,1,0,1,0,0
000970.SZ, 中科三环,12.85,北京,有色金属,2000/4/20,0.1214,0.19,0.233,0.265,0.3,0.26,0.28,0.32,1.24,1.51,0.41,0.14,0.19,0.32,0,1,0.18,0.61,4.3549,是,1,70.81,26.4967,-0.7,3.3835,-3.495,2.95,10055488000.00,0,0,1,1,0,1,0,0
000971.SZ, *ST高升,2.4,湖北,通信,2000/4/27,0.1,-0.59,-2.13,0.31,0.25,0.01,0.02,-0.06,0.03,-0.3,0.07,-0.28,0.05,-0.5685,0,0,-0.87,0,1.156,-,0,10000,0,261,2.5588,-2.6414,2.08,2904594649.02,0,0,1,1,0,1,0,0
000972.SZ, *ST中基,2.01,新疆,农林牧渔,2000/9/26,-0.34,0.01,-0.55,0.05,-0.3295,-0.0626,0.0146,-0.47,0.08,-2.43,-0.76,0.062,-0.158,0.23,-0.18,0,-0.29,-0.13,0.2282,-,0,10000,0,1.34,0.9007,26.6249,8.81,1342033427.46,0,0,0,1,0,1,0,0
000973.SZ, 佛塑科技,5.14,广东,化工,2000/5/25,0.073,0.04,0.12,0.11,0.13,0.09,0.08,0.08,0.13,0.82,0.28,0.01,-0.32,0.02,0,1,0.08,0.1,2.4704,是,1,66.18,66.9028,-0.2,1.8695,5.2322,2.08,3985783464.52,0,0,0,1,0,1,0,0
000975.SZ, 银泰黄金,8.89,内蒙古,有色金属,2000/6/8,0.4475,0.439,0.3344,0.3007,0.2031,0.2286,0.2492,0.4453,0.026,0.0481,-0.0367,0.0241,-0.0522,0.0031,0,1,0.41,0.24,3.5618,是,1,21.84,45.9026,0.69,3.3605,10.1098,2.5,25962353177.75,0,0,1,1,0,1,0,0
000976.SZ, 华铁股份,5.35,广东,机械设备,2000/6/1,0.284,0.19,0.09,0.31,0.02,0.03,-0.36,-0.17,0.02,-0.3,0.11,-0.1345,-0.4825,0.0223,0,0,0.19,-0.17,3.0764,是,1,28.46,0,-2.11,2.8981,2.0705,1.74,8616665498.40,0,0,1,1,0,1,0,0
000977.SZ, 浪潮信息,30.26,山东,计算机,2000/6/8,1.0324,0.7145,0.5102,0.3901,0.2882,0.4672,0.7153,0.6726,0.32,0.35,0.16,0.0174,0.1089,0.0502,0,1,0.75,0.57,8.5648,是,1,40.22,10.8618,0.32,1.583,23.7113,3.53,38174721600.60,0,0,0,1,0,1,0,0
000978.SZ, 桂林旅游,5.94,广西,休闲服务,2000/5/18,-0.74,0.153,0.223,0.147,0.021,0.083,0.114,0.03,0.17,0.19,0.208,0.191,0.131,0.3,0,1,-0.12,0.1,3.6558,-,0,10000,13.0901,-2.16,0.7639,0.8326,1.62,2200211000.00,0,0,0,1,0,1,0,0
000979.SZ, 中弘退,0,安徽,-,2000/6/16,0,0,0,-0.3,0.03,0.06,0.15,0.11,1.06,0.55,1.64,1.02,-0.82,-1.92,0,0,0,0.44,0,-,0,10000,0,-1,0,0,#DIV/0!,1845932263.78,0,0,0,1,#DIV/0!,1,#DIV/0!,#DIV/0!
000980.SZ, *ST众泰,8.38,浙江,汽车,2000/6/16,-5.33,-4.58,0.39,0.71,0.16,0.11,0.08,0.12,0.09,0.11,0.14,0.11,0.07,0,0,0,-3.17,0.1,-2.1813,-,0,10000,0,-33.83,0.3917,-1.0115,-3.84,10178909865.76,0,0,0,1,1,1,1,1
000981.SZ, *ST银亿,2.57,甘肃,房地产,2000/6/22,-0.27,-1.7411,-0.14,0.4,0.2,0.2,0.71,0.74,0.84,0.79,0.04,0.33,-1.4,0,0,0,-0.72,0.76,1.3284,-,0,10000,0,-1.94,0.5872,0.0091,1.93,7210101888.78,0,0,0,1,0,1,0,0
000982.SZ, *ST 中绒,2.43,宁夏,纺织服装,2000/7/6,0.0077,-1.5135,-1.6526,0.0266,-0.5874,-0.48,0.05,0.39,0.47,0.31,0.31,0.23,0.21,0.6,0,0,-1.05,0.3,0.2649,-,0,10000,0,-4.47,10.8044,-1.3492,9.17,6264959267.91,0,0,1,1,0,1,0,0
000983.SZ, 山西焦煤,10.59,山西,采掘,2000/7/26,0.4775,0.5427,0.572,0.4979,0.1377,0.0448,0.0867,0.3352,0.5745,0.8934,0.8392,0.9198,1.4395,0.8675,0,1,0.53,0.33,4.5687,是,1,19.95,18.4258,0.6,0.4648,0.2705,2.32,27405986400.00,0,0,0,1,0,1,0,0
000985.SZ, 大庆华科,12.22,黑龙江,化工,2000/7/26,0.09,0.35,-0.02,0.37,0.26,-0.13,0.11,0.08,-0.01,0.19,0.2,0.24,-0.09,0.14,0,0,0.14,0.06,4.4601,是,1,87.29,46.3748,1.33,4.6152,-2.7237,2.74,1542710050.00,0,0,1,1,0,1,0,0
000987.SZ, 越秀金控,8.41,广东,非银金融,2000/7/18,1.676,0.428,0.195,0.285,0.344,0.64,0.73,0.86,1.06,1.02,0.91,0.79,0.72,0.8,0,1,0.77,0.88,8.5172,是,1,10.97,39.6976,-0.13,1.447,0.3469,0.99,33750367084.04,0,1,0,1,1,1,1,1
000988.SZ, 华工科技,26.8,湖北,电子,2000/6/8,0.55,0.5,0.28,0.36,0.26,0.17,0.19,0.06,0.17,0.49,0.62,0.4,0.17,0.15,0,1,0.44,0.14,6.6016,是,1,60.45,11.9991,2.17,2.0939,-7.5395,4.06,19908953598.60,0,0,1,1,0,1,0,0
000989.SZ, 九 芝 堂,8.95,湖南,医药生物,2000/6/28,0.3242,0.23,0.38,0.83,0.75,1.03,0.83,0.76,0.37,0.68,0.55,0.5,0.67,0.5154,0,1,0.31,0.65,4.512,是,1,28.74,174.8542,-0.52,2.5709,-5.3425,1.98,7537301226.12,0,0,1,1,0,1,0,0
000990.SZ, 诚志股份,17.72,江西,化工,2000/7/6,0.2922,0.363,0.6778,0.645,0.29,0.312,0.229,0.175,0.092,0.107,0.073,0.142,0.106,0.211,0,1,0.44,0.17,13.158,-,0,39.88,79.6337,1.69,1.1037,2.3799,1.35,17329154839.77,0,0,0,1,1,1,1,0
000993.SZ, 闽东电力,8.42,福建,公用事业,2000/7/31,-0.18,0.23,-0.85,0.06,0.07,0.06,0.07,0.16,0.15,0.05,0.28,0.24,0.13,0.06,0,0,-0.27,0.13,4.173,-,0,10000,0,-3.11,1.0784,1.2583,2.02,3430056397.95,0,0,0,1,0,1,0,0
000995.SZ, 皇台酒业,25.6,甘肃,食品饮料,2000/8/7,0.19,0.38,-0.54,-1.06,-0.71,0.04,-0.22,-0.17,0.06,0.03,-0.33,0.04,-0.33,-0.29,0,0,0.01,-0.11,0.7541,-,0,2560,0,-1.09,0.705,-0.5909,33.95,3161410560.00,0,0,0,1,0,1,0,0
000996.SZ, 中国中期,8.46,北京,汽车,2000/7/18,0.0176,0.0162,0.044,0.0878,0.0891,0.0428,0.0413,0.08,0.2979,0.1379,0.0622,0.0249,0.04,0.07,0,1,0.03,0.14,1.3906,-,0,326.22,0,-0.81,0.3763,3.3276,6.08,3401700000.00,0,0,0,1,0,1,0,0
000997.SZ, 新 大 陆,16.1,福建,计算机,2000/8/7,0.4423,0.6614,0.5793,0.6877,0.49,0.36,0.54,0.43,0.16,0.15,0.15,0.19,0.08,0.19,0,1,0.56,0.38,5.9156,是,1,28.7,19.7785,0.49,1.5002,-1.7151,2.72,15168378393.48,0,0,0,1,0,1,0,0
000998.SZ, 隆平高科,19.37,湖南,农林牧渔,2000/12/11,0.09,-0.23,0.63,0.61,0.41,0.49,0.3634,0.45,0.41,0.481,0.269,0.17,0.257,0.313,0,0,0.16,0.41,4.1843,-,0,118.59,0,-0.6,1.3187,0.4073,4.63,22757246749.44,0,0,0,1,0,1,0,0
000999.SZ, 华润三九,28.05,广东,医药生物,2000/3/9,1.63,2.16,1.46,1.33,1.22,1.28,1.06,1.21,1.04,0.78,0.83,0.72,0.5109,0.2858,0,1,1.75,1.1,14.023,是,1,16.03,19.9256,0.59,1.4975,-2.6721,2,24384399000.00,0,0,0,1,0,1,0,0
001201.SZ, 东瑞股份,35.01,广东,农林牧渔,2021/4/28,7.17,2.76,0.08,0.54,1.02,0,0,0,0,0,0,0,0,0,0,0,3.34,0,12.65,-,0,10.49,0,-999,1.6515,-6.7809,2.77,8105613300.00,0,1,0,0,0,0,0,0
001202.SZ, 炬申股份,17.13,广东,交通运输,2021/4/29,0.93,0.8,0.42,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0.72,0,2.6165,-,0,23.9,0,-999,1.6177,16.2534,6.55,3724896000.00,0,0,0,0,0,0,0,0
001203.SZ, 大中矿业,19.28,内蒙古,采掘,2021/5/10,0.46,0.33,0.16,0.1,0,0,0,0.2149,0.1809,0.473,0.2464,0.1022,0,0,0,0,0.32,0.13,1.74,-,0,60.88,0,1.4,0.2319,-0.2129,11.08,0.00,0,0,0,0,0,0,0,0
001205.SZ, 盛航股份,24.37,江苏,交通运输,0000-00-00,1.2397,0.7192,0.5935,0.5116,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0,8.18,-,0,28.64,0,-999,1.2091,4.6813,2.98,0.00,0,0,0,#VALUE!,0,#VALUE!,#VALUE!,0
001206.SZ, 依依股份,48.52,天津,轻工制造,0000-00-00,2.75,1.73,0.83,1.23,0,0,0,0,0,0,0,0,0,0,0,0,1.77,0,10.07,-,0,27.41,0,-999,2.1741,-12.5535,4.82,0.00,0,0,1,#VALUE!,0,#VALUE!,#VALUE!,0
001696.SZ, 宗申动力,7.42,重庆,汽车,1997/3/6,0.5133,0.3685,0.3267,0.2379,0.2542,0.3329,0.33,0.26,0.29,0.335,0.34,0.63,0.58,0.51,0,1,0.4,0.29,3.9281,是,1,18.42,81.4054,0.37,1.4714,5.3106,1.89,7900685748.00,0,0,0,1,0,1,0,0
001872.SZ, 招商港口,16.13,广东,交通运输,1993/5/5,1.07,1.59,0.61,0.782,0.826,0.819,0.648,0.78,0.724,0.784,0.925,0.65,0.997,1.03,0,1,1.09,0.72,19.3084,是,1,14.8,30.5117,0.52,0.8299,0.3332,0.84,28758582255.04,0,1,0,1,1,1,1,1
001896.SZ, 豫能控股,6.37,河南,公用事业,1998/1/22,0.2533,0.087,-0.574,0.047,0.5376,0.6547,0.433,0.4673,0.07,0.0262,0.03,-0.41,-0.94,0.0265,0,0,-0.08,0.32,5.3008,-,0,10000,0,-1.24,0.6836,0.573,1.2,8548867703.21,0,0,0,1,1,1,1,0
001914.SZ, 招商积余,12.8,广东,房地产,1994/9/28,0.4104,0.409,1.2844,0.2258,0.242,0.6016,0.7384,0.7003,0.6214,1.5513,1.2112,0.2828,0.1291,0.7442,0,1,0.7,0.69,7.8343,是,1,18.25,37.0455,0.02,0.9655,3.8045,1.63,22012784205.60,0,0,0,1,0,1,0,0
001965.SZ, 招商公路,7.37,天津,交通运输,2017/12/25,0.325,0.6633,0.6329,0.599,0.67,0.79,0.62,0,0,0,0,0,0,0,0,0,0.54,0.21,7.8989,是,1,13.64,39.9829,1.61,0.9873,0.7631,0.93,49920087556.64,0,1,0,0,1,0,0,1
001979.SZ, 招商蛇口,10.04,广东,房地产,2015/12/30,1.46,1.99,1.89,1.55,1.21,0.88,0.58,0.51,0.51,0,0,0,0,0,0,1,1.78,0.53,10.21,是,1,5.64,40.0587,2.34,1.5397,0.4292,0.98,91830381641.28,1,1,0,0,1,0,0,1
002001.SZ, 新 和 成,29.32,浙江,医药生物,2004/6/25,1.66,1.01,1.43,1.57,1.1,0.37,0.74,1.22,1.17,1.6,1.61,2.98,4.02,0.23,0,1,1.37,1.04,8.9992,是,1,21.45,49.5399,0.31,2.1192,5.2462,3.26,83260664125.00,1,0,1,1,0,1,0,0
002002.SZ, 鸿达兴业,5.83,江苏,化工,2004/6/25,0.2583,0.2433,0.2362,0.4055,0.3365,0.5653,0.4065,0.5839,0.0134,0.0195,-0.4083,0.0576,-0.7743,-0.21,0,1,0.25,0.33,2.6558,是,1,23.71,24.4496,-0.26,0.7777,1.061,2.2,11398351244.04,0,0,0,1,0,1,0,0
002003.SZ, 伟星股份,8.6,浙江,纺织服装,2004/6/25,0.52,0.39,0.41,0.63,0.69,0.6,0.69,0.81,0.65,0.78,1.24,0.85,0.78,0.8,0,1,0.44,0.72,3.2451,是,1,19.55,104.3234,-0.39,2.1315,-5.4218,2.65,5469745517.40,0,0,1,1,0,1,0,0
002004.SZ, 华邦健康,5.87,重庆,化工,2004/6/25,0.33,0.31,0.25,0.25,0.28,0.34,0.67,0.53,0.66,2.31,1,0.97,0.67,1.56,0,1,0.3,0.62,4.8636,是,1,19.79,70.2319,-0.52,0.9217,0.5736,1.21,12513089287.12,0,0,0,1,1,1,1,0
002005.SZ, ST德豪,1.72,安徽,电子,2004/6/25,-0.3378,0.1496,-0.3294,-0.6664,0.0227,0.0142,0.0109,0.0076,0.1451,0.81,0.56,0.15,-0.19,0.19,0,0,-0.17,0.05,1.0049,-,0,10000,0,-4.16,0.8109,8.733,1.71,2947082400.00,0,0,0,1,0,1,0,0
002006.SZ, 精功科技,17.14,浙江,机械设备,2004/6/25,0.06,-0.27,0.01,0.22,0.14,0.03,0.03,-0.44,-0.43,1.35,0.63,0.16,-0.33,0.05,0,0,-0.07,-0.28,2.0647,-,0,10000,0,-0.76,1.4307,2.8733,8.3,2794682400.00,0,0,0,1,0,1,0,0
002007.SZ, 华兰生物,32.05,河南,医药生物,2004/6/25,0.8862,0.9148,1.2252,0.8825,0.839,1.0134,0.9266,0.8233,0.5203,0.6434,1.0627,1.6896,0.85,0.55,0,1,1.01,0.76,4.1267,是,1,31.77,43.7371,0.33,3.9195,-12.6749,7.77,69782027269.50,1,0,1,1,0,1,0,0
002008.SZ, 大族激光,44.16,广东,电子,2004/6/25,0.93,0.61,1.61,1.56,0.71,0.71,0.67,0.53,0.59,0.5539,0.5395,0.0043,0.21,0.45,0,1,1.05,0.6,8.6136,是,1,42.06,32.7532,0.76,1.8272,5.5681,5.13,38435939275.24,0,0,0,1,0,1,0,0
002009.SZ, 天奇股份,18.13,江苏,机械设备,2004/6/29,0.16,0.19,0.37,0.23,0.28,0.27,0.3,0.15,0.22,0.17,0.35,0.01,0.24,0.4,0,1,0.24,0.22,5.214,是,1,75.54,16.4717,0.07,1.1383,0.6283,3.48,3583213026.78,0,0,0,1,0,1,0,0
002010.SZ, 传化智联,7.91,浙江,交通运输,2004/6/29,0.47,0.49,0.25,0.14,0.18,0.2,0.44,0.35,0.32,0.31,0.64,0.69,0.37,0.53,0,1,0.4,0.37,4.5416,是,1,19.61,20.3335,0.09,1.347,1.6109,1.74,20140176139.02,0,0,0,1,0,1,0,0
002011.SZ, 盾安环境,6.98,浙江,家用电器,2004/7/5,-1.09,0.14,-2.36,0.1,0.09,0.1,0.15,0.25,0.3542,0.3827,0.5846,0.4789,0.4648,1.0028,0,0,-1.1,0.25,1.4893,-,0,10000,0,-5.39,0.9736,0.4083,4.69,4375102098.60,0,0,0,1,0,1,0,0
002012.SZ, 凯恩股份,6.47,浙江,轻工制造,2004/7/5,0.2,0.1,0.05,0.07,0.02,0.04,0.09,0.03,0.18,0.6,0.54,0.31,0.11,-0.08,0,1,0.12,0.1,2.929,是,1,55.46,21.1675,0.17,2.576,19.3615,2.21,2754314018.30,0,0,1,1,0,1,0,0
002013.SZ, 中航机电,13.06,湖北,国防军工,2004/7/5,0.29,0.26,0.23,0.24,0.37,0.53,0.53,0.58,0.52,0.18,0.21,0.24,0.21,0.33,0,1,0.26,0.54,3.3243,是,1,50.23,23.0644,-0.52,1.6793,6.2198,3.93,38226675923.76,0,0,0,1,0,1,0,0
002014.SZ, 永新股份,7.74,安徽,轻工制造,2004/7/8,0.59,0.54,0.45,0.61,0.6,0.55,0.47,0.54,0.6,0.8,0.86,0.71,0.48,0.41,0,1,0.53,0.54,3.8736,是,1,14.7,73.2485,-0.02,2.1755,-4.4826,2,4579889010.84,0,1,1,1,0,1,0,0
002015.SZ, 协鑫能科,15.06,江苏,公用事业,2004/7/8,0.5928,0.4093,0.013,0.019,-0.103,0.27,-4.32,-1.46,0.03,0.1,0.1,0.08,0.08,0.43,0,0,0.34,-1.92,4.2351,是,1,44.51,0,-1.18,0.8292,0.5182,3.56,10359853649.92,0,0,0,1,0,1,0,0
002016.SZ, 世荣兆业,5.8,广东,房地产,2004/7/8,1.0311,1.0904,0.9841,1.1284,0.1157,0.0817,0.0228,0.86,0.37,0.18,0.2,0.16,0.22,-0.4565,0,1,1.04,0.42,5.0162,是,1,5.6,0,1.48,2.0156,-12.7421,1.16,4935483355.20,0,1,1,1,1,1,1,1
002017.SZ, 东信和平,10.06,广东,通信,2004/7/13,0.079,0.0938,0.11,0.11,0.24,0.1855,0.1998,0.2013,0.1769,0.1625,0.1643,0.2045,0.27,0.3456,0,1,0.09,0.19,3.1649,是,1,106.72,33.8987,-0.51,2.9455,-1.3083,3.18,4889022619.80,0,0,1,1,0,1,0,0
002018.SZ, 华信退,0,安徽,-,2004/7/13,0,0,-0.53,0.2,0.16,0.13,0.09,0.05,0.38,0.01,-0.42,0.02,1.12,0.55,0,0,-0.18,0.17,0,-,0,10000,0,-2.02,0,0,#DIV/0!,592235129.72,0,0,0,1,#DIV/0!,1,#DIV/0!,#DIV/0!
002019.SZ, 亿帆医药,15.45,浙江,医药生物,2004/7/13,0.79,0.74,0.61,1.15,0.64,0.82,0.87,0.1162,0.07,-1.0448,-0.9,0.15,0.22,1.26,0,1,0.71,0.35,6.8357,是,1,21.66,13.6906,1.03,1.6469,6.2642,2.26,20927776455.15,0,0,0,1,0,1,0,0
002020.SZ, 京新药业,7.91,浙江,医药生物,2004/7/15,0.98,0.729,0.512,0.394,0.332,0.58,0.397,0.255,0.251,0.276,0.127,0.037,-0.175,0.015,0,1,0.74,0.3,5.5529,是,1,10.68,44.5029,1.46,2.0202,-8.9842,1.42,7471327347.84,0,1,1,1,1,1,1,1
